id,symbol,as_of,horizon_minutes,model_name,schema_version,expected_return,predicted_direction,confidence,sample_size,realized_return,actual_direction,direction_correct,regime
f21fca4b-23b1-4caf-abca-9d6d4d22a6d1,BTC-USD,2025-10-15 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.005942827766948118,down,0.9518850085100087,61,-0.027933649947515012,down,True,downtrend
36001cbc-e1d2-4bb3-b000-6cb09fb6b0be,BTC-USD,2025-10-18 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,0.002557721475542967,up,0.8807684777096542,61,0.04145086594072403,up,True,downtrend
3c849d8a-2a68-4aca-8089-84c1ab877217,BTC-USD,2025-10-21 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,8.741515359980719e-05,up,0.9032067562067564,61,0.04129242100960156,up,True,chop
03e29da1-4a01-4d9c-9bba-a348066627ab,BTC-USD,2025-10-24 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.002841345667629388,down,0.6748196240034477,61,-0.01330906616235382,down,True,uptrend
fb18bb42-480f-414c-b255-a532dd547793,BTC-USD,2025-10-27 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.0011175635848468541,down,0.9524660824068721,61,-0.06634988841860569,down,True,uptrend
63795773-5851-44fb-ac6c-7ed56ef19d2e,BTC-USD,2025-10-30 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.002797117459845298,down,0.9676108659858661,61,-0.06467127506021376,down,True,chop
6fc2daf3-d225-4b8c-8ba3-23b518d59d21,BTC-USD,2025-11-02 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.0066744914791779025,down,0.9669424048174051,61,-0.05350690925606445,down,True,downtrend
b4f84f62-555d-4591-9908-1e730c658750,BTC-USD,2025-11-05 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.008727244157921307,down,0.8448739547489549,61,-0.021451622424313747,down,True,downtrend
212b0a8d-e9b8-431f-b8ee-e6470bb2945e,BTC-USD,2025-11-08 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.013459477252200215,down,0.9575393171643172,61,-0.06582742844144844,down,True,downtrend
c5792b17-6fa5-4d3e-9bcc-d67b109021e7,BTC-USD,2025-11-11 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.020233151657512303,down,0.9706335470085471,61,-0.09756156022038164,down,True,chop
151c6b97-ecae-4b05-b2b0-4853abf7c4ea,BTC-USD,2025-11-14 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.025537162633927638,down,0.9705866494616496,61,-0.09859448674521228,down,True,downtrend
a0c28116-7db7-40d3-91ae-f49b95248ee0,BTC-USD,2025-11-17 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.027868938555879387,down,0.7293298414548417,61,-0.04151538308057946,down,True,downtrend
75a8bf7a-2b9e-4ddd-98ca-5dab421dedf2,BTC-USD,2025-11-20 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,0.025312732724810952,up,0.7937812234062234,61,0.05371550948819642,up,True,downtrend
1a4c698d-46ad-4572-8ea4-acd4e670140d,BTC-USD,2025-11-23 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,0.02239693817923273,up,0.8960847763347765,61,0.04134905091251126,up,True,downtrend
5fcbebcd-0dfa-45ed-86c7-96259d2cd597,BTC-USD,2025-11-26 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,0.02585557666756296,up,0.8296657147318912,61,0.03324670554171887,up,True,uptrend
54bc4a0c-a6f9-4875-abf4-eeaa916783ea,BTC-USD,2025-11-29 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.03131652586654409,down,0.7126262248100483,61,-0.017384174511620706,down,True,chop
a43c7576-66e6-44df-bda9-7a0b83d38de7,BTC-USD,2025-12-02 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,0.03213322308210162,up,0.787088310654487,61,0.013016271686587998,up,True,chop
7bc48b1c-c126-43e6-b418-f3b33cf3efd2,ETH-USD,2025-10-15 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.010329032707487194,down,0.9548369223369225,61,-0.04497529302377069,down,True,downtrend
7969ad97-1789-45f7-ad06-bc6828d84efa,ETH-USD,2025-10-18 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,0.012438399269417243,up,0.8258664445576211,61,0.016225999629240498,up,True,downtrend
8c5129ad-5065-4e15-97a7-abe31a1f0905,ETH-USD,2025-10-21 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,0.01456701555278983,up,0.8886138768638769,61,0.02721297624959806,up,True,downtrend
03f20a17-4fae-4b81-b759-ccb9d7db3241,ETH-USD,2025-10-24 00:00:00+00:00,10080,ml_forecaster_7d_rf,v2,-0.010426359846055753,down,0.697303459612283,61,-0.02223549682464395,down,True,chop
